CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Num,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
False,E/176/P,51.0,False,819.0,4.0,92.0,38.0,0.0,False,0,0,1,0,0,1,176,0,0,0,0,1,0,0,0,1,0
True,G/467/P,61.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,467,0,0,0,0,0,0,1,0,1,0
False,G/454/S,59.0,False,0.0,0.0,1.0,920.0,1.0,True,1,0,0,0,0,1,454,0,0,0,0,0,0,1,0,0,1
True,B/88/P,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,88,0,1,0,0,0,0,0,0,1,0
False,G/455/S,57.0,False,0.0,1431.0,0.0,30.0,337.0,True,1,0,0,0,1,0,455,0,0,0,0,0,0,1,0,0,1
True,B/107/S,55.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,107,0,1,0,0,0,0,0,0,0,1
False,G/456/S,42.0,False,173.0,656.0,0.0,0.0,23.0,False,1,0,0,0,0,1,456,0,0,0,0,0,0,1,0,0,1
False,F/592/P,36.0,False,418.0,40.0,7.0,338.0,0.0,False,1,0,0,0,0,1,592,0,0,0,0,0,1,0,0,1,0
False,F/593/P,42.0,False,44.0,0.0,3648.0,0.0,9.0,True,0,0,1,0,0,1,593,0,0,0,0,0,1,0,0,1,0
True,G/468/P,32.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,1,0,468,0,0,0,0,0,0,1,0,1,0
False,G/457/S,6.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,457,0,0,0,0,0,0,1,0,0,1
True,G/458/S,15.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,458,0,0,0,0,0,0,1,0,0,1
False,F/595/P,28.0,False,0.0,93.0,1282.0,0.0,0.0,True,1,0,0,0,0,1,595,0,0,0,0,0,1,0,0,1,0
False,G/459/S,44.0,False,0.0,0.0,744.0,62.0,3.0,False,1,0,0,0,0,1,459,0,0,0,0,0,0,1,0,0,1
False,F/597/P,71.0,True,901.0,0.0,1698.0,0.0,0.0,False,0,0,1,0,0,1,597,0,0,0,0,0,1,0,0,1,0
False,B/89/P,44.0,False,0.0,351.0,0.0,3.0,3447.0,False,0,1,0,0,0,1,89,0,1,0,0,0,0,0,0,1,0
True,B/89/P,36.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,89,0,1,0,0,0,0,0,0,1,0
False,G/460/S,18.0,False,4.0,904.0,0.0,0.0,1.0,False,1,0,0,0,0,1,460,0,0,0,0,0,0,1,0,0,1
False,G/469/P,3.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,469,0,0,0,0,0,0,1,0,1,0
True,G/469/P,12.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,469,0,0,0,0,0,0,1,0,1,0
True,G/469/P,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,469,0,0,0,0,0,0,1,0,1,0
False,F/598/P,29.0,False,0.0,1311.0,0.0,0.0,0.0,False,1,0,0,0,0,1,598,0,0,0,0,0,1,0,0,1,0
False,G/469/P,9.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,469,0,0,0,0,0,0,1,0,1,0
False,G/470/P,27.0,False,688.0,307.0,779.0,0.0,19.0,False,1,0,0,1,0,0,470,0,0,0,0,0,0,1,0,1,0
False,F/599/P,24.0,False,0.0,0.0,443.0,244.0,1.0,False,1,0,0,0,1,0,599,0,0,0,0,0,1,0,0,1,0
False,G/461/S,38.0,False,1.0,0.0,288.0,0.0,556.0,True,1,0,0,0,0,1,461,0,0,0,0,0,0,1,0,0,1
False,F/600/P,28.0,False,523.0,0.0,0.0,970.0,0.0,False,0,0,1,0,0,1,600,0,0,0,0,0,1,0,0,1,0
False,F/601/P,16.0,False,0.0,20.0,0.0,300.0,681.0,False,1,0,0,0,0,1,601,0,0,0,0,0,1,0,0,1,0
False,G/471/P,33.0,False,123.0,760.0,0.0,0.0,0.0,False,1,0,0,0,0,1,471,0,0,0,0,0,0,1,0,1,0
False,F/552/S,25.0,False,0.0,9.0,2005.0,0.0,5.0,True,1,0,0,0,0,1,552,0,0,0,0,0,1,0,0,0,1
True,G/473/P,7.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,473,0,0,0,0,0,0,1,0,1,0
False,F/602/P,32.0,False,0.0,0.0,736.0,0.0,0.0,False,1,0,0,0,1,0,602,0,0,0,0,0,1,0,0,1,0
True,E/178/P,34.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,1,0,0,1,178,0,0,0,0,1,0,0,0,1,0
False,F/603/P,49.0,False,21.0,25.0,1509.0,0.0,1042.0,False,0,0,1,0,0,1,603,0,0,0,0,0,1,0,0,1,0
False,D/96/S,43.0,False,13.0,2119.0,315.0,0.0,261.0,True,0,0,1,0,0,1,96,0,0,0,1,0,0,0,0,0,1
False,F/555/S,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,555,0,0,0,0,0,1,0,0,0,1
False,F/606/P,23.0,False,0.0,179.0,569.0,0.0,0.0,True,1,0,0,0,0,1,606,0,0,0,0,0,1,0,0,1,0
False,F/609/P,43.0,False,336.0,11.0,796.0,15.0,0.0,True,0,0,1,0,0,1,609,0,0,0,0,0,1,0,0,1,0
True,F/609/P,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,609,0,0,0,0,0,1,0,0,1,0
True,F/611/P,41.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,611,0,0,0,0,0,1,0,0,1,0
False,B/92/P,54.0,True,0.0,2062.0,2.0,19.0,1618.0,False,0,1,0,1,0,0,92,0,1,0,0,0,0,0,0,1,0
True,B/92/P,44.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,92,0,1,0,0,0,0,0,0,1,0
True,G/467/S,48.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,467,0,0,0,0,0,0,1,0,0,1
False,F/557/S,20.0,False,0.0,689.0,0.0,0.0,0.0,False,1,0,0,0,1,0,557,0,0,0,0,0,1,0,0,0,1
False,T/2/P,33.0,False,0.0,28.0,0.0,6841.0,543.0,False,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0
False,G/468/S,21.0,False,15.0,30.0,11.0,2.0,388.0,False,1,0,0,0,0,1,468,0,0,0,0,0,0,1,0,0,1
True,C/100/P,68.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,100,0,0,1,0,0,0,0,0,1,0
False,F/615/P,23.0,False,5.0,308.0,363.0,7.0,0.0,True,1,0,0,0,1,0,615,0,0,0,0,0,1,0,0,1,0
False,F/558/S,35.0,False,198.0,44.0,97.0,30.0,510.0,False,1,0,0,0,0,1,558,0,0,0,0,0,1,0,0,0,1
True,G/478/P,22.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,478,0,0,0,0,0,0,1,0,1,0
False,F/559/S,51.0,False,214.0,3.0,16.0,569.0,0.0,False,1,0,0,0,0,1,559,0,0,0,0,0,1,0,0,0,1
True,G/469/S,29.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,469,0,0,0,0,0,0,1,0,0,1
False,G/469/S,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,469,0,0,0,0,0,0,1,0,0,1
True,G/479/P,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,479,0,0,0,0,0,0,1,0,1,0
False,C/112/S,55.0,False,0.0,1971.0,77.0,577.0,1050.0,True,0,1,0,0,0,1,112,0,0,1,0,0,0,0,0,0,1
False,F/617/P,20.0,False,310.0,0.0,374.0,0.0,5.0,False,1,0,0,0,0,1,617,0,0,0,0,0,1,0,0,1,0
False,F/619/P,18.0,False,235.0,0.0,101.0,0.0,316.0,True,1,0,0,1,0,0,619,0,0,0,0,0,1,0,0,1,0
False,G/470/S,28.0,False,3.0,141.0,0.0,0.0,1689.0,False,1,0,0,0,1,0,470,0,0,0,0,0,0,1,0,0,1
False,F/561/S,26.0,False,1822.0,0.0,4.0,107.0,1204.0,False,1,0,0,0,0,1,561,0,0,0,0,0,1,0,0,0,1
False,F/620/P,28.0,False,1.0,0.0,933.0,614.0,0.0,False,1,0,0,0,1,0,620,0,0,0,0,0,1,0,0,1,0
False,F/621/P,56.0,False,0.0,54.0,0.0,724.0,0.0,False,1,0,0,0,0,1,621,0,0,0,0,0,1,0,0,1,0
False,E/180/P,25.0,False,1228.0,0.0,132.0,0.0,0.0,False,0,0,1,0,0,1,180,0,0,0,0,1,0,0,0,1,0
False,A/35/S,26.0,False,2050.0,8525.0,0.0,270.0,636.0,False,0,1,0,0,0,1,35,1,0,0,0,0,0,0,0,0,1
False,F/622/P,14.0,False,0.0,0.0,709.0,258.0,3.0,False,1,0,0,0,0,1,622,0,0,0,0,0,1,0,0,1,0
False,E/181/P,21.0,False,2.0,417.0,323.0,0.0,84.0,True,1,0,0,0,0,1,181,0,0,0,0,1,0,0,0,1,0
False,T/3/P,38.0,False,0.0,3135.0,0.0,26.0,3.0,True,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0
False,E/182/P,14.0,False,0.0,1.0,1441.0,0.0,190.0,True,1,0,0,0,0,1,182,0,0,0,0,1,0,0,0,1,0
False,B/93/P,33.0,False,0.0,0.0,0.0,0.0,0.0,False,0,1,0,0,0,1,93,0,1,0,0,0,0,0,0,1,0
True,B/111/S,33.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,111,0,1,0,0,0,0,0,0,0,1
False,E/183/P,13.0,False,0.0,0.0,31.0,0.0,810.0,True,1,0,0,0,0,1,183,0,0,0,0,1,0,0,0,1,0
False,D/97/S,37.0,False,0.0,210.0,0.0,4114.0,0.0,False,0,1,0,0,0,1,97,0,0,0,1,0,0,0,0,0,1
False,E/197/S,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,False,0,0,1,0,0,1,197,0,0,0,0,1,0,0,0,0,1
False,A/36/S,33.0,False,396.0,1280.0,7.0,308.0,4941.0,False,0,1,0,1,0,0,36,1,0,0,0,0,0,0,0,0,1
True,G/472/S,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,472,0,0,0,0,0,0,1,0,0,1
False,E/198/S,24.0,False,173.0,0.0,14.0,0.0,603.0,False,1,0,0,0,0,1,198,0,0,0,0,1,0,0,0,0,1
True,B/94/P,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,94,0,1,0,0,0,0,0,0,1,0
True,B/94/P,40.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,94,0,1,0,0,0,0,0,0,1,0
False,F/626/P,31.0,False,0.0,611.0,2.0,4.0,22.0,False,1,0,0,1,0,0,626,0,0,0,0,0,1,0,0,1,0
False,F/627/P,19.0,False,736.0,0.0,0.0,0.0,1.0,False,1,0,0,0,0,1,627,0,0,0,0,0,1,0,0,1,0
False,C/101/P,38.0,True,0.0,1577.0,0.0,425.0,4359.0,False,0,1,0,1,0,0,101,0,0,1,0,0,0,0,0,1,0
True,C/114/S,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,114,0,0,1,0,0,0,0,0,0,1
True,G/473/S,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,473,0,0,0,0,0,0,1,0,0,1
False,F/572/S,32.0,False,0.0,53.0,0.0,744.0,0.0,False,1,0,0,0,0,1,572,0,0,0,0,0,1,0,0,0,1
True,F/573/S,70.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,573,0,0,0,0,0,1,0,0,0,1
False,G/474/S,19.0,False,23.0,0.0,0.0,0.0,732.0,False,1,0,0,0,1,0,474,0,0,0,0,0,0,1,0,0,1
True,E/185/P,55.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,1,0,185,0,0,0,0,1,0,0,0,1,0
False,B/96/P,48.0,False,0.0,8403.0,0.0,7627.0,83.0,False,0,1,0,0,0,1,96,0,1,0,0,0,0,0,0,1,0
False,C/115/S,40.0,False,82.0,1390.0,0.0,347.0,6237.0,False,0,1,0,1,0,0,115,0,0,1,0,0,0,0,0,0,1
False,E/199/S,35.0,False,0.0,1438.0,0.0,112.0,74.0,True,1,0,0,0,0,1,199,0,0,0,0,1,0,0,0,0,1
False,F/630/P,32.0,False,0.0,49.0,2.0,639.0,0.0,False,1,0,0,0,0,1,630,0,0,0,0,0,1,0,0,1,0
False,E/187/P,51.0,False,1644.0,0.0,234.0,157.0,64.0,False,0,0,1,0,0,1,187,0,0,0,0,1,0,0,0,1,0
False,B/112/S,37.0,False,0.0,216.0,0.0,5391.0,3372.0,False,0,1,0,0,0,1,112,0,1,0,0,0,0,0,0,0,1
False,G/476/S,31.0,False,517.0,1.0,301.0,60.0,4.0,False,1,0,0,0,0,1,476,0,0,0,0,0,0,1,0,0,1
False,F/574/S,37.0,False,608.0,0.0,6.0,0.0,1637.0,False,1,0,0,0,0,1,574,0,0,0,0,0,1,0,0,0,1
False,C/102/P,38.0,False,0.0,3331.0,270.0,2.0,3510.0,False,0,1,0,0,0,1,102,0,0,1,0,0,0,0,0,1,0
False,C/102/P,19.0,False,0.0,329.0,0.0,3154.0,312.0,False,0,1,0,1,0,0,102,0,0,1,0,0,0,0,0,1,0
True,F/631/P,33.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,631,0,0,0,0,0,1,0,0,1,0
False,F/632/P,19.0,False,0.0,0.0,1752.0,187.0,0.0,True,1,0,0,0,0,1,632,0,0,0,0,0,1,0,0,1,0
False,G/477/S,31.0,False,2.0,788.0,0.0,128.0,9.0,True,1,0,0,0,0,1,477,0,0,0,0,0,0,1,0,0,1
False,G/477/S,43.0,False,45.0,8.0,0.0,607.0,44.0,False,1,0,0,0,0,1,477,0,0,0,0,0,0,1,0,0,1
True,G/492/P,22.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,492,0,0,0,0,0,0,1,0,1,0
True,G/493/P,24.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,493,0,0,0,0,0,0,1,0,1,0
False,C/103/P,21.0,False,0.0,878.0,82.0,360.0,1784.0,False,0,1,0,1,0,0,103,0,0,1,0,0,0,0,0,1,0
False,B/97/P,30.0,False,728.0,2551.0,0.0,48.0,1804.0,True,0,1,0,1,0,0,97,0,1,0,0,0,0,0,0,1,0
True,B/97/P,22.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,97,0,1,0,0,0,0,0,0,1,0
False,G/478/S,11.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,478,0,0,0,0,0,0,1,0,0,1
True,G/478/S,4.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,478,0,0,0,0,0,0,1,0,0,1
False,G/478/S,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,478,0,0,0,0,0,0,1,0,0,1
False,F/575/S,30.0,False,479.0,12.0,25.0,643.0,283.0,False,1,0,0,0,0,1,575,0,0,0,0,0,1,0,0,0,1
False,G/479/S,21.0,False,0.0,27.0,1181.0,0.0,513.0,False,1,0,0,0,1,0,479,0,0,0,0,0,0,1,0,0,1
False,F/634/P,57.0,False,506.0,0.0,1.0,178.0,0.0,False,1,0,0,0,1,0,634,0,0,0,0,0,1,0,0,1,0
False,A/37/S,32.0,False,0.0,0.0,0.0,0.0,0.0,False,0,1,0,0,0,1,37,1,0,0,0,0,0,0,0,0,1
False,F/577/S,32.0,False,2616.0,0.0,2.0,5.0,0.0,False,0,0,1,0,0,1,577,0,0,0,0,0,1,0,0,0,1
False,F/578/S,30.0,False,0.0,0.0,301.0,0.0,437.0,False,1,0,0,0,0,1,578,0,0,0,0,0,1,0,0,0,1
False,F/636/P,69.0,False,577.0,139.0,0.0,0.0,0.0,False,1,0,0,0,0,1,636,0,0,0,0,0,1,0,0,1,0
True,G/480/S,21.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,480,0,0,0,0,0,0,1,0,0,1
False,E/190/P,16.0,False,995.0,0.0,6.0,48.0,0.0,False,0,0,1,0,0,1,190,0,0,0,0,1,0,0,0,1,0
False,E/191/P,25.0,False,1586.0,2342.0,947.0,1.0,276.0,True,0,1,0,0,0,1,191,0,0,0,0,1,0,0,0,1,0
False,F/579/S,13.0,False,578.0,77.0,0.0,306.0,5.0,False,1,0,0,0,0,1,579,0,0,0,0,0,1,0,0,0,1
False,F/637/P,37.0,False,1086.0,0.0,0.0,41.0,0.0,False,1,0,0,0,0,1,637,0,0,0,0,0,1,0,0,1,0
False,D/98/S,45.0,False,3309.0,0.0,10.0,0.0,0.0,False,0,0,1,0,0,1,98,0,0,0,1,0,0,0,0,0,1
False,F/638/P,22.0,False,664.0,0.0,0.0,65.0,0.0,False,1,0,0,0,0,1,638,0,0,0,0,0,1,0,0,1,0
False,G/498/P,39.0,False,0.0,0.0,0.0,1745.0,72.0,False,1,0,0,0,0,1,498,0,0,0,0,0,0,1,0,1,0
False,D/99/S,35.0,False,741.0,0.0,31.0,0.0,36.0,False,0,0,1,0,0,1,99,0,0,0,1,0,0,0,0,0,1
True,G/499/P,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,499,0,0,0,0,0,0,1,0,1,0
True,G/499/P,7.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,499,0,0,0,0,0,0,1,0,1,0
False,E/192/P,19.0,False,1.0,0.0,0.0,450.0,254.0,False,1,0,0,0,0,1,192,0,0,0,0,1,0,0,0,1,0
True,G/482/S,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,482,0,0,0,0,0,0,1,0,0,1
False,D/94/P,37.0,False,0.0,2065.0,1650.0,356.0,1.0,True,0,1,0,1,0,0,94,0,0,0,1,0,0,0,0,1,0
False,E/193/P,35.0,False,1609.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,193,0,0,0,0,1,0,0,0,1,0
True,G/483/S,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,483,0,0,0,0,0,0,1,0,0,1
False,G/500/P,62.0,False,379.0,453.0,0.0,7.0,0.0,False,1,0,0,0,0,1,500,0,0,0,0,0,0,1,0,1,0
True,G/501/P,41.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,501,0,0,0,0,0,0,1,0,1,0
True,F/640/P,36.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,640,0,0,0,0,0,1,0,0,1,0
False,F/642/P,22.0,False,35.0,0.0,36.0,581.0,0.0,False,1,0,0,1,0,0,642,0,0,0,0,0,1,0,0,1,0
False,F/584/S,40.0,False,0.0,0.0,0.0,822.0,2.0,False,1,0,0,0,0,1,584,0,0,0,0,0,1,0,0,0,1
False,C/118/S,50.0,False,0.0,1547.0,0.0,1784.0,1.0,True,0,1,0,1,0,0,118,0,0,1,0,0,0,0,0,0,1
True,C/118/S,57.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,118,0,0,1,0,0,0,0,0,0,1
False,G/503/P,15.0,False,1.0,30.0,1793.0,0.0,0.0,True,1,0,0,0,1,0,503,0,0,0,0,0,0,1,0,1,0
False,D/100/S,23.0,False,0.0,587.0,0.0,1497.0,1014.0,False,0,1,0,1,0,0,100,0,0,0,1,0,0,0,0,0,1
True,D/101/S,60.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,101,0,0,0,1,0,0,0,0,0,1
False,A/25/P,28.0,False,0.0,0.0,0.0,0.0,0.0,False,0,1,0,0,0,1,25,1,0,0,0,0,0,0,0,1,0
False,B/115/S,27.0,True,0.0,6013.0,0.0,820.0,31.0,True,0,1,0,0,0,1,115,0,1,0,0,0,0,0,0,0,1
False,E/194/P,22.0,False,2229.0,0.0,1349.0,121.0,0.0,True,0,0,1,1,0,0,194,0,0,0,0,1,0,0,0,1,0
False,F/585/S,71.0,False,924.0,1284.0,10.0,9.0,0.0,False,0,0,1,0,1,0,585,0,0,0,0,0,1,0,0,0,1
False,D/103/S,25.0,False,5.0,1.0,633.0,0.0,188.0,True,0,0,1,1,0,0,103,0,0,0,1,0,0,0,0,0,1
True,E/203/S,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,203,0,0,0,0,1,0,0,0,0,1
False,G/485/S,1.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,485,0,0,0,0,0,0,1,0,0,1
False,F/586/S,52.0,False,809.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,586,0,0,0,0,0,1,0,0,0,1
True,G/485/S,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,485,0,0,0,0,0,0,1,0,0,1
True,B/101/P,30.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,101,0,1,0,0,0,0,0,0,1,0
False,B/102/P,52.0,True,0.0,7452.0,0.0,1158.0,7979.0,False,0,1,0,0,0,1,102,0,1,0,0,0,0,0,0,1,0
False,G/507/P,12.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,507,0,0,0,0,0,0,1,0,1,0
False,G/509/P,24.0,False,520.0,0.0,0.0,195.0,0.0,True,1,0,0,0,0,1,509,0,0,0,0,0,0,1,0,1,0
False,D/95/P,22.0,False,1173.0,0.0,0.0,9.0,0.0,False,0,0,1,0,0,1,95,0,0,0,1,0,0,0,0,1,0
True,D/96/P,56.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,96,0,0,0,1,0,0,0,0,1,0
False,D/97/P,50.0,False,1598.0,0.0,155.0,26.0,0.0,False,0,0,1,0,0,1,97,0,0,0,1,0,0,0,0,1,0
False,F/645/P,20.0,False,127.0,0.0,656.0,0.0,21.0,False,1,0,0,0,0,1,645,0,0,0,0,0,1,0,0,1,0
False,F/646/P,32.0,False,0.0,0.0,47.0,857.0,23.0,False,1,0,0,0,0,1,646,0,0,0,0,0,1,0,0,1,0
True,G/510/P,28.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,510,0,0,0,0,0,0,1,0,1,0
False,G/490/S,74.0,False,571.0,0.0,0.0,277.0,0.0,False,1,0,0,0,0,1,490,0,0,0,0,0,0,1,0,0,1
True,E/204/S,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,204,0,0,0,0,1,0,0,0,0,1
False,E/204/S,31.0,False,691.0,3.0,68.0,286.0,0.0,False,0,0,1,0,0,1,204,0,0,0,0,1,0,0,0,0,1
True,G/491/S,6.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,491,0,0,0,0,0,0,1,0,0,1
True,F/648/P,12.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,648,0,0,0,0,0,1,0,0,1,0
False,F/648/P,47.0,False,1130.0,8.0,299.0,0.0,0.0,True,0,0,1,0,0,1,648,0,0,0,0,0,1,0,0,1,0
True,F/648/P,46.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,648,0,0,0,0,0,1,0,0,1,0
False,B/116/S,31.0,False,139.0,4018.0,13.0,232.0,1140.0,True,0,1,0,1,0,0,116,0,1,0,0,0,0,0,0,0,1
False,B/116/S,36.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,116,0,1,0,0,0,0,0,0,0,1
False,G/512/P,15.0,False,62.0,57.0,2646.0,1104.0,312.0,False,1,0,0,1,0,0,512,0,0,0,0,0,0,1,0,1,0
False,F/588/S,38.0,False,886.0,0.0,618.0,0.0,0.0,False,0,0,1,0,0,1,588,0,0,0,0,0,1,0,0,0,1
True,G/492/S,48.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,492,0,0,0,0,0,0,1,0,0,1
True,G/492/S,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,492,0,0,0,0,0,0,1,0,0,1
True,F/649/P,31.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,649,0,0,0,0,0,1,0,0,1,0
False,G/513/P,31.0,False,0.0,140.0,394.0,0.0,0.0,False,1,0,0,0,1,0,513,0,0,0,0,0,0,1,0,1,0
False,C/119/S,62.0,True,0.0,4513.0,0.0,85.0,1437.0,True,0,1,0,0,1,0,119,0,0,1,0,0,0,0,0,0,1
True,G/514/P,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,514,0,0,0,0,0,0,1,0,1,0
False,E/206/S,26.0,False,912.0,0.0,43.0,0.0,0.0,False,0,0,1,0,0,1,206,0,0,0,0,1,0,0,0,0,1
False,F/591/S,43.0,False,33.0,1117.0,59.0,0.0,16.0,False,0,0,1,0,0,1,591,0,0,0,0,0,1,0,0,0,1
False,F/591/S,32.0,False,1087.0,0.0,71.0,0.0,0.0,False,0,0,1,0,0,1,591,0,0,0,0,0,1,0,0,0,1
True,F/652/P,49.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,652,0,0,0,0,0,1,0,0,1,0
False,F/594/S,21.0,False,17.0,427.0,31.0,257.0,0.0,True,1,0,0,0,0,1,594,0,0,0,0,0,1,0,0,0,1
True,G/494/S,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,494,0,0,0,0,0,0,1,0,0,1
True,G/496/S,14.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,496,0,0,0,0,0,0,1,0,0,1
True,F/654/P,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,654,0,0,0,0,0,1,0,0,1,0
False,E/208/S,56.0,False,0.0,323.0,971.0,58.0,4240.0,False,0,1,0,1,0,0,208,0,0,0,0,1,0,0,0,0,1
False,G/500/S,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,500,0,0,0,0,0,0,1,0,0,1
False,F/596/S,55.0,False,0.0,0.0,5.0,0.0,2409.0,False,1,0,0,0,0,1,596,0,0,0,0,0,1,0,0,0,1
True,G/500/S,14.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,500,0,0,0,0,0,0,1,0,0,1
False,F/656/P,13.0,False,1007.0,0.0,142.0,295.0,0.0,False,0,0,1,0,0,1,656,0,0,0,0,0,1,0,0,1,0
False,F/658/P,24.0,False,0.0,7.0,548.0,4.0,0.0,True,1,0,0,0,0,1,658,0,0,0,0,0,1,0,0,1,0
False,F/598/S,26.0,False,207.0,350.0,74.0,0.0,3.0,True,1,0,0,0,0,1,598,0,0,0,0,0,1,0,0,0,1
True,G/502/S,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,502,0,0,0,0,0,0,1,0,0,1
True,F/660/P,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,660,0,0,0,0,0,1,0,0,1,0
True,B/104/P,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,104,0,1,0,0,0,0,0,0,1,0
False,E/196/P,77.0,False,0.0,9032.0,0.0,128.0,1464.0,True,0,1,0,0,0,1,196,0,0,0,0,1,0,0,0,1,0
